"Jay Street, Brooklyn",40.6981779,-73.9869842
"JFK Airport, Queens",40.6413111,-73.77813909999999
"Kings Highway, Brooklyn",40.6202587,-73.9417836
"Kingsbridge Road, the Bronx",40.86776,-73.89717399999999
"Kingston Avenue, Brooklyn",40.6684629,-73.94228410000001
"Lafayette, Brooklyn",40.6898562,-73.95146199999999
"Lafayette, Manhattan",40.7275934,-73.9937017
"Lexington Avenue, Manhattan",40.7382169,-73.9856803
"Lorimer Street, Brooklyn",40.71477300000001,-73.94950419999999
"Metropolitan Avenue, Brooklyn",40.7123451,-73.8913079
"Metropolitan Avenue, Queens",40.7132661,-73.8702629
"Mott Avenue, the Bronx",40.8396148,-73.9017332
"Mott Avenue, Queens",40.6062222,-73.7597779
"Myrtle Avenue, Brooklyn",40.699736,-73.9096327
"New Lots Avenue, Brooklyn",40.6632873,-73.8897877
"Norwood, the Bronx",40.8771463,-73.87866009999999
"Norwood, Brooklyn",40.68137000000001,-73.87919699999999
"Nostrand Avenue, Brooklyn",40.6414193,-73.94857209999999
"Park Place, Brooklyn",40.6731281,-73.9446186
"Park Place, Manhattan",39.1945251,-96.6113793
"Parsons Boulevard, Queens",40.7216453,-73.80958869999999
"Pelham Parkway, the Bronx",40.8553279,-73.8639594
"Penn Station, Manhattan",40.750568,-73.993519
"Prospect Avenue, the Bronx",40.8335417,-73.8963253
"Prospect Avenue, Brooklyn",40.660137,-73.983918
"Prospect Park, Brooklyn",40.6602037,-73.9689558
"Rector Street, Manhattan",40.7079709,-74.0136021
"Rockaway Avenue, Brooklyn",40.6656369,-73.9096988
"South Ferry, Manhattan",40.7017396,-74.0129099
"Spring Street, Manhattan",40.7245656,-74.0019192
"Sutphin Boulevard, Queens",40.7055541,-73.80969879999999
"Sutter Avenue, Brooklyn",40.669926,-73.891481
"Times Square, Manhattan",40.7622311,-73.9829525
"Tremont Avenue, the Bronx",40.8410515,-73.86442699999999
"Union Square, Manhattan",40.7358633,-73.9910835
"Utica Avenue, Brooklyn",40.6463165,-73.9298006
"Van Siclen Avenue, Brooklyn",40.6620244,-73.8868268
"Wall Street, Manhattan",40.7060006,-74.00880099999999
"Woodhaven Boulevard, Queens",40.7088522,-73.8596335
